Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2003-05-24;1527097;8251600,50;5;263700,00;10;29300,00;486;1206,00;21397;34,20;379021;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-05-21;681718;3310272,50;0;0,00;8;12880,00;281;733,00;14683;17,50;210061;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-05-17;1540033;8309770,00;6;193400,00;21;12280,00;1233;418,00;40311;15,90;530468;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-05-14;692014;3373634,50;1;468700,00;18;5780,00;397;524,00;16138;16,10;217569;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-05-10;1885324;11301608,50;9;222300,00;18;21520,00;919;843,00;40169;24,10;574665;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-05-07;685088;3332658,50;2;261000,00;7;16570,00;174;1333,00;9966;29,00;162528;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-05-03;1506593;8143122,50;2;654100,00;8;36340,00;470;1237,00;22800;31,80;368015;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-30;827614;4245048,00;1;1191300,00;5;30100,00;320;940,00;11876;31,60;195979;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-26;1511445;8156180,00;1;1107300,00;39;6300,00;957;514,00;41079;14,90;549055;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-23;657026;3177650,00;0;0,00;1;114220,00;168;1359,00;7888;36,20;140494;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-19;1939681;11988723,50;6;500000,00;14;28290,00;798;992,00;41747;23,70;669107;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-16;759525;3840084,50;1;1109900,00;4;33520,00;228;1176,00;10786;31,00;185493;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-12;1521648;8182342,50;8;150000,00;17;15680,00;1054;506,00;35376;18,80;471477;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-09;684858;3319070,50;0;0,00;6;18750,00;552;407,00;13160;21,30;173793;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-05;1552356;8359020,50;3;434300,00;26;11130,00;554;1045,00;25939;27,90;413239;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-04-02;864458;4606199,00;1;1801700,00;4;38980,00;327;953,00;16211;24,00;242183;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-29;1540622;8287690,00;16;70500,00;33;7600,00;1428;351,00;45078;13,90;554219;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-26;787223;3998417,50;0;0,00;4;32720,00;286;915,00;15184;21,50;228065;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-22;1551378;8340579,00;2;642300,00;25;11420,00;744;767,00;29187;24,40;425991;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-19;693191;3349261,50;0;0,00;4;28380,00;179;1268,00;10814;26,20;175508;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-15;1752476;9852450,00;6;456000,00;18;18260,00;918;716,00;36631;22,40;537091;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-12;703687;3401282,50;2;245700,00;9;12130,00;334;653,00;13415;20,30;202618;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-08;1583777;8501197,00;0;0,00;13;21470,00;554;1008,00;28560;24,40;481332;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-05;717854;3475812,50;3;167400,00;15;7440,00;662;337,00;19964;13,90;206853;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-03-01;1607122;8652258,50;1;1307900,00;13;22350,00;598;972,00;29471;24,60;544981;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-26;819649;4179674,00;2;546400,00;4;33110,00;439;603,00;18086;18,30;544981;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-22;1618325;8706442,50;11;111600,00;18;15160,00;1145;476,00;42540;16,00;544981;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-19;726414;3518324,00;0;0,00;8;13790,00;330;669,00;15745;17,50;219877;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-15;1657011;8924691,50;5;282600,00;30;10460,00;591;1062,00;28281;27,70;421777;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-12;741852;3616090,00;1;533800,00;7;16940,00;364;651,00;15478;19,10;205264;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-08;2349482;14607205,50;1;5000000,00;20;26090,00;675;1546,00;36795;35,40;658754;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-05;1176444;6706570,50;1;2482900,00;16;13650,00;558;783,00;26238;20,80;387003;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-02-01;1517543;8152683,00;1;1129600,00;16;15680,00;620;809,00;34009;18,40;528556;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-29;679093;3282269,00;0;0,00;6;17880,00;173;1240,00;10778;24,80;187794;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-25;1545866;8294407,50;6;206500,00;19;14490,00;830;663,00;31712;21,70;457511;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-22;694289;3358081,50;1;504000,00;8;14000,00;275;814,00;11309;24,70;183270;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-18;1578958;8485092,50;7;178300,00;17;16320,00;789;703,00;32741;21,10;485268;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-15;893750;4786364,50;2;991000,00;6;26410,00;317;1000,00;16378;24,10;265764;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-11;1576503;8477821,50;5;253400,00;60;4690,00;1025;549,00;36679;19,10;467299;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-08;815267;4186549,50;0;0,00;13;10300,00;399;671,00;17194;19,40;251028;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-04;1602163;8700884,00;7;202300,00;5;62960,00;702;896,00;24754;31,70;376466;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2003-01-01;837669;4252535,50;0;0,00;5;29580,00;224;1320,00;12327;29,90;207801;2,50;0;0,00;0;0,00;0;0,00;0;0,00
