Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2010-12-29;528432;2521606,00;0;0,00;5;15410,00;202;763,00;10411;18,50;155722;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-25;973330;5335508,50;2;381200,00;17;9960,00;417;812,00;20327;20,80;303890;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-22;527627;2522646,00;2;177900,00;5;15810,00;240;658,00;10190;19,40;147864;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-18;1098906;6066225,00;1;1673000,00;21;8550,00;722;497,00;28902;15,50;397925;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-15;520046;2474722,50;4;92300,00;12;6830,00;184;891,00;8641;23,70;127170;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-11;1082314;5888849,50;0;0,00;11;17470,00;400;961,00;19816;24,20;314633;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-08;520480;2475277,50;2;192000,00;9;9480,00;136;1255,00;6807;31,30;114029;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-04;1059650;5789804,00;1;823200,00;6;30490,00;479;763,00;21627;21,10;333521;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-12-01;544140;2652750,00;1;742900,00;4;22030,00;179;984,00;8250;26,70;135531;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-27;1079397;5861999,00;1;825700,00;18;10190,00;392;936,00;21620;21,20;344637;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-24;516856;2443656,00;0;0,00;11;6990,00;191;805,00;9444;20,30;141764;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-20;1085156;5897318,50;2;390200,00;10;17340,00;465;745,00;26440;16,30;391334;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-17;521540;2472260,00;1;355100,00;7;11270,00;188;839,00;8709;22,60;139233;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-13;1050488;5726248,50;1;896800,00;11;18110,00;264;1509,00;14809;33,60;256456;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-10;584744;2861174,00;1;726900,00;18;4800,00;351;492,00;14001;15,40;180594;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-06;1092954;5960812,50;3;275500,00;18;10200,00;679;541,00;26530;17,30;361915;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-11-03;511751;2426569,00;0;0,00;5;15010,00;318;472,00;11331;16,50;146190;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-30;1202258;6376779,00;3;303900,00;8;25320,00;407;995,00;23586;21,40;362858;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-27;528464;2512180,00;1;382900,00;5;17020,00;159;1070,00;7273;29,20;121814;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-23;1188730;6285945,50;8;113300,00;20;10070,00;553;728,00;24458;20,50;350925;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-20;650345;3485126,00;1;3588800,00;6;19600,00;216;1089,00;10775;27,20;170798;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-16;1181290;6243911,00;1;1094100,00;7;34730,00;410;1186,00;21072;28,80;338395;3,00;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-13;621763;3239452,50;0;0,00;4;33030,00;141;1874,00;8634;38,20;155632;3,00;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-09;1111649;6027380,50;4;221500,00;21;9370,00;816;482,00;29398;16,70;393076;2,75;0;0,00;0;0,00;0;0,00;0;0,00
2010-10-06;606112;3129302,50;0;0,00;6;16880,00;245;827,00;11496;22,00;170543;2,50;0;0,00;0;0,00;0;0,00;0;0,00
