Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2007-08-08;614781;2889955,00;0;0,00;3;32280,00;145;1336,00;8127;29,70;144307;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-08-04;1248330;6558221,00;1;928900,00;9;22930,00;432;955,00;23746;21,70;380997;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-08-01;593465;2773300,50;1;417500,00;5;18550,00;184;1008,00;8488;27,30;139174;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-28;1230537;6448684,00;1;939200,00;15;13910,00;304;1373,00;19727;26,40;351682;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-25;585097;2741397,50;5;74600,00;9;9210,00;305;544,00;12063;17,10;172539;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-21;1018498;5275610,50;5;147400,00;8;20470,00;478;685,00;20873;19,60;315547;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-18;634287;3044693,50;1;873200,00;5;20880,00;174;1200,00;8893;29,30;142550;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-14;1224264;6402729,00;1;935800,00;15;13860,00;400;1039,00;21460;24,20;346244;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-11;583007;2711188,50;0;0,00;6;14930,00;207;866,00;9148;24,40;140327;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-07;1312569;6892919,50;2;445400,00;22;8990,00;669;591,00;33125;14,90;476372;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-07-04;656367;3163913,00;1;829800,00;10;9350,00;416;449,00;15464;15,10;207841;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-30;1325717;7109916,00;2;982200,00;10;22900,00;775;591,00;28139;20,30;392143;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-27;593682;2787928,00;0;0,00;3;30270,00;131;1386,00;8752;25,90;149667;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-23;1256600;6608215,50;0;0,00;24;8640,00;726;571,00;26398;19,60;385839;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-20;662325;3209576,00;2;426300,00;18;5070,00;452;403,00;17087;13,30;225446;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-16;1258922;6640690,00;22;45200,00;11;20110,00;4859;91,00;25046;22,00;336656;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-13;599102;2813650,50;0;0,00;7;14030,00;156;1259,00;7692;31,90;124789;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-09;1269923;6690965,00;3;327700,00;31;7040,00;434;1006,00;23108;23,60;357183;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-06;688828;3437023,00;1;1385300,00;7;15360,00;463;464,00;14980;17,90;202325;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-06-02;1265483;6666356,50;2;495000,00;9;24440,00;351;1253,00;19136;28,70;346484;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-30;622876;3022034,50;0;0,00;3;34630,00;156;1332,00;8298;31,30;140376;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-26;1255092;6618496,00;5;206700,00;5;45940,00;329;1396,00;17744;32,30;298894;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-23;584634;2750034,00;0;0,00;5;19280,00;90;2142,00;6052;39,80;120376;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-19;1218951;6424204,00;4;220700,00;17;11540,00;650;603,00;28517;17,20;397016;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-16;677910;3286020,00;1;915600,00;9;11860,00;299;714,00;12176;21,90;177641;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-12;1272309;6696155,50;9;104300,00;36;5790,00;659;633,00;27834;18,70;397201;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-09;590944;2763029,50;0;0,00;6;16120,00;113;1711,00;7353;32,80;121498;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-05;1278191;6704918,00;1;978800,00;9;24160,00;654;665,00;24315;22,30;363660;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-05-02;627273;3062937,00;2;636400,00;3;31730,00;333;571,00;13003;18,30;182820;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-28;1262447;6637999,50;3;340700,00;11;20640,00;357;1272,00;18601;30,50;312842;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-25;627199;3006542,50;0;0,00;4;25000,00;207;966,00;9588;26,00;153193;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-21;1280172;6721250,00;1;948300,00;26;8100,00;500;842,00;23676;22,20;393747;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-18;585174;2695430,00;0;0,00;6;14610,00;202;868,00;9852;22,20;145264;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-14;1256896;6568373,50;4;231000,00;21;9770,00;993;413,00;30001;17,10;387158;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-11;566720;2612914,50;2;195100,00;3;28910,00;223;778,00;9088;23,80;133767;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-07;1315939;6894319,00;1;1017900,00;34;6650,00;433;1044,00;22066;25,60;363690;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-04-04;677578;3284666,00;2;674900,00;8;12780,00;292;700,00;13099;19,50;195168;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-31;1305833;6848071,00;1;1076900,00;9;26590,00;319;1500,00;17153;34,80;302781;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-28;651941;3111121,50;0;0,00;8;13550,00;337;643,00;10757;25,20;138631;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-24;1318255;6891224,50;5;201500,00;23;9730,00;504;888,00;23046;24,20;372382;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-21;610974;2830268,00;0;0,00;11;8110,00;269;663,00;11285;19,70;163841;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-17;1404352;7482091,00;1;2191000,00;13;19360,00;330;1525,00;21617;29,10;369590;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-14;662835;3161663,00;1;878800,00;6;17500,00;295;712,00;10434;25,10;161611;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-10;1332246;6970727,50;0;0,00;7;33580,00;335;1403,00;18274;32,10;342140;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-07;618412;2864558,00;0;0,00;10;9020,00;182;992,00;11088;20,30;165974;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-03-03;1340817;7030746,50;1;1004600,00;13;17170,00;619;721,00;27104;20,50;400627;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-28;674700;3225247,00;1;867200,00;2;50760,00;242;839,00;12294;20,60;187296;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-24;1331684;6979421,50;1;972600,00;19;11370,00;807;535,00;29865;18,00;419667;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-21;603413;2790246,50;0;0,00;6;15190,00;151;1207,00;8798;25,90;148653;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-17;1335057;7005629,50;4;254400,00;11;20560,00;415;1090,00;23835;23,70;384179;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-14;638449;2976894,50;1;436500,00;6;16160,00;214;906,00;10065;24,00;159739;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-10;1331014;7007594,50;1;1061900,00;10;23590,00;409;1153,00;21526;27,40;345472;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-07;601896;2803700,00;3;130500,00;5;17400,00;270;644,00;12114;17,90;167739;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-02-03;1415071;7556827,00;2;1109300,00;18;14420,00;454;1143,00;21457;30,20;352104;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-31;601077;2806124,00;1;410900,00;7;13040,00;209;873,00;9835;23,20;151031;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-27;1317123;6921843,50;0;0,00;13;17950,00;444;1051,00;20539;28,40;339817;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-24;601880;2799961,00;1;384100,00;8;10670,00;1860;91,00;13954;15,20;173702;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-20;1403572;7482299,50;5;421200,00;13;17590,00;650;703,00;29068;19,60;462048;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-17;609221;2820110,50;2;195300,00;3;28940,00;221;785,00;11459;18,90;171579;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-13;1355811;7102005,50;0;0,00;16;14960,00;382;1253,00;21245;28,10;349235;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-10;614182;2857596,00;1;405600,00;7;12870,00;363;496,00;12779;17,60;165190;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-06;1344792;7085633,00;1;1018200,00;11;20560,00;435;1040,00;23408;24,10;398679;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2007-01-03;596594;2782878,50;1;404000,00;6;14960,00;190;945,00;8793;25,50;152882;2,50;0;0,00;0;0,00;0;0,00;0;0,00
