Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2015-10-07;567165;3833849,00;0;0,00;4;35367,20;94;1427,40;245;273,80;4490;27,60;6204;10,60;83036;5,00;58324;3,00;0;0,00
2015-10-03;860405;6056890,00;0;0,00;8;27937,40;168;1261,80;473;224,00;7060;27,70;10653;9,80;116919;5,00;98133;3,00;0;0,00
2015-09-30;495031;3161651,00;0;0,00;3;38888,30;92;1202,80;335;165,10;4830;21,20;7784;7,00;75117;5,00;59517;3,00;0;0,00
2015-09-26;894731;6004761,00;0;0,00;7;31653,60;143;1469,60;511;205,60;7029;27,60;13238;7,80;119823;5,00;113602;3,00;0;0,00
2015-09-23;421788;2473737,00;0;0,00;0;0,00;52;3420,40;158;273,90;2839;28,20;4587;9,30;48628;5,00;43647;3,00;0;0,00
2015-09-19;742496;4888647,00;0;0,00;0;0,00;57;6166,50;201;425,60;3956;40,00;5112;16,50;81200;5,00;55685;3,00;0;0,00
2015-09-16;409672;2345161,00;0;0,00;1;86536,40;56;1465,70;97;423,00;2539;29,90;3217;12,60;43750;5,00;31897;3,00;0;0,00
2015-09-12;721580;4721218,00;0;0,00;1;174212,90;117;1412,30;263;314,10;6398;23,90;7841;10,40;98643;5,00;76734;3,00;0;0,00
2015-09-09;413783;2367892,00;1;1319666,00;0;0,00;63;2702,40;122;339,60;3216;23,80;3596;11,30;51480;5,00;32571;3,00;0;0,00
2015-09-05;732451;4800808,00;0;0,00;1;177149,80;140;1200,20;180;466,70;6697;23,20;5470;15,10;106185;5,00;50800;3,00;0;0,00
2015-09-02;444909;2671923,00;1;2891351,00;0;0,00;47;4087,40;138;338,80;2253;38,40;3467;13,30;42118;5,00;34914;3,00;0;0,00
2015-08-29;753650;5020536,00;0;0,00;3;61752,50;58;3029,60;233;377,00;4424;36,70;6317;13,70;84791;5,00;64435;3,00;0;0,00
2015-08-26;441335;2613843,00;0;0,00;0;0,00;45;4176,30;126;363,00;2907;29,10;3913;11,50;49816;5,00;39349;3,00;0;0,00
2015-08-22;709679;4647609,00;0;0,00;7;24499,50;150;1084,40;665;122,30;7076;21,20;15027;5,30;110563;5,00;117600;3,00;0;0,00
2015-08-19;519294;3440701,00;1;5609710,00;2;63480,90;66;1824,60;173;348,00;4301;25,90;4772;12,40;74086;5,00;47107;3,00;0;0,00
2015-08-15;661556;4480785,00;0;0,00;2;82670,40;97;1616,70;210;373,30;5681;25,50;6440;12,00;97338;5,00;61131;3,00;0;0,00
2015-08-12;477515;3017485,00;0;0,00;2;55672,50;79;1336,80;160;330,00;3842;25,40;4544;11,40;63681;5,00;42227;3,00;0;0,00
2015-08-08;731023;4914109,00;0;0,00;0;0,00;91;3882,60;215;399,90;5041;31,50;6721;12,60;87556;5,00;63146;3,00;0;0,00
2015-08-05;426187;2540637,00;0;0,00;1;93749,50;35;2540,60;112;396,90;2264;36,30;3181;13,80;42907;5,00;32770;3,00;0;0,00
2015-08-01;701955;4641165,00;0;0,00;1;171258,90;85;1911,00;235;345,60;3862;38,90;5189;15,40;75415;5,00;53988;3,00;0;0,00
2015-07-29;376918;2144982,00;0;0,00;0;0,00;35;4406,40;120;312,80;1808;38,40;3350;11,00;33299;5,00;34792;3,00;0;0,00
2015-07-25;675939;4442324,00;2;500000,00;4;40980,40;177;878,40;355;218,90;7103;20,20;9424;8,10;108636;5,00;80052;3,00;0;0,00
2015-07-22;364596;2088777,00;1;1281985,00;1;77075,80;34;2150,20;114;320,60;2120;31,90;3430;10,50;39684;5,00;33087;3,00;0;0,00
2015-07-18;692728;4539573,00;0;0,00;2;83755,10;69;2302,60;166;478,50;4360;33,70;5165;15,20;75971;5,00;53705;3,00;0;0,00
2015-07-15;386939;2194933,00;1;1000000,00;0;0,00;52;3034,90;118;325,50;2707;26,20;2965;12,80;44109;5,00;25848;3,00;0;0,00
2015-07-11;727079;4755541,00;1;1000000,00;5;35095,80;194;857,90;430;193,50;7618;20,20;10227;8,00;116518;5,00;89811;3,00;0;0,00
2015-07-08;444068;2679999,00;1;3007307,00;1;98891,90;63;1488,80;167;280,80;2850;30,40;4472;10,30;52708;5,00;43097;3,00;0;0,00
2015-07-04;731764;4898152,00;0;0,00;2;90370,90;102;1680,70;264;324,60;7333;21,60;7808;10,80;101310;5,00;75094;3,00;0;0,00
2015-07-01;416017;2423759,00;0;0,00;2;44718,30;63;1346,50;150;282,70;3028;25,90;3739;11,20;48172;5,00;34838;3,00;0;0,00
2015-06-27;734915;4867027,00;0;0,00;3;59864,40;90;1892,70;215;396,10;4842;32,50;6592;12,70;87014;5,00;68807;3,00;0;0,00
2015-06-24;392485;2233774,00;0;0,00;1;82426,20;53;1475,10;188;207,90;2517;28,70;4260;9,00;47361;5,00;36585;3,00;0;0,00
2015-06-20;744589;4914070,00;1;1663400,00;1;181329,10;204;843,10;426;201,80;9078;17,50;10343;8,20;137019;5,00;82049;3,00;0;0,00
2015-06-17;399169;2266540,00;0;0,00;2;41817,60;56;1416,50;94;421,90;2557;28,70;2723;14,30;45744;5,00;26033;3,00;0;0,00
2015-06-13;799294;5459592,00;1;3799681,00;4;50364,70;105;1819,80;229;417,20;4621;38,20;6987;13,50;85501;5,00;71464;3,00;0;0,00
2015-06-10;450922;2724949,00;0;0,00;3;33516,80;74;1288,80;147;324,30;3353;26,30;4400;10,70;53905;5,00;43182;3,00;0;0,00
2015-06-06;767022;5121958,00;0;0,00;3;63000,00;86;2084,50;294;304,80;5030;32,90;7719;11,40;93949;5,00;78328;3,00;0;0,00
2015-06-03;419651;2431833,00;0;0,00;4;22433,60;84;1013,20;210;202,60;3466;22,70;4781;8,70;55691;5,00;42437;3,00;0;0,00
2015-05-30;757360;5000044,00;0;0,00;2;92250,80;225;777,70;421;207,80;8578;18,80;9179;9,40;127134;5,00;73149;3,00;0;0,00
2015-05-27;384006;2180421,00;0;0,00;0;0,00;32;4899,10;88;433,60;1617;43,60;3282;11,40;33295;5,00;35250;3,00;0;0,00
2015-05-23;759341;5059862,00;2;1325450,00;8;23338,60;245;722,80;683;129,60;8704;18,80;13094;6,60;122287;5,00;101111;3,00;0;0,00
2015-05-20;418127;2436297,00;0;0,00;2;44949,60;104;819,90;271;157,30;4283;18,40;5759;7,30;64229;5,00;47797;3,00;0;0,00
2015-05-16;714007;4732716,00;0;0,00;1;174637,20;49;3380,50;248;333,90;3700;41,40;7305;11,20;69993;5,00;70979;3,00;0;0,00
2015-05-13;414794;2358634,00;0;0,00;2;43516,70;48;1719,80;151;273,30;2778;27,50;3821;10,60;44660;5,00;35315;3,00;0;0,00
2015-05-09;767156;5114347,00;2;1330075,00;2;94359,70;133;1345,80;435;205,70;7139;23,20;11639;7,60;116132;5,00;101402;3,00;0;0,00
2015-05-06;417858;2418803,00;0;0,00;0;0,00;46;3780,60;77;549,70;2805;27,90;2494;16,70;49412;5,00;24989;3,00;0;0,00
2015-05-02;719311;4764255,00;0;0,00;3;58600,30;73;2284,20;237;351,70;4193;36,80;6659;12,30;76817;5,00;64787;3,00;0;0,00
2015-04-29;398580;2259601,00;0;0,00;1;83379,20;40;1977,10;158;250,20;2379;30,70;4258;9,10;43102;5,00;38692;3,00;0;0,00
2015-04-25;736491;4849623,00;1;1000000,00;1;178951,00;113;1502,00;351;241,70;5422;28,90;7926;10,50;88605;5,00;72071;3,00;0;0,00
2015-04-22;411269;2394931,00;1;1988259,00;1;88372,90;62;1351,90;159;263,50;2756;28,10;3613;11,40;45597;5,00;35115;3,00;0;0,00
2015-04-18;747667;4925506,00;0;0,00;0;0,00;108;3279,10;351;245,50;4709;33,80;9168;9,20;85478;5,00;86567;3,00;0;0,00
2015-04-15;394831;2233174,00;0;0,00;3;27468,00;62;1260,60;273;143,10;3718;19,40;7192;5,30;54845;5,00;44106;3,00;0;0,00
2015-04-11;755163;4948784,00;1;1000000,00;4;45652,50;83;2086,80;237;365,40;4513;35,50;7022;12,10;88247;5,00;71578;3,00;0;0,00
2015-04-08;414903;2421741,00;1;2030757,00;2;44681,10;45;1883,50;108;392,40;2379;32,90;3593;11,60;44104;5,00;35910;3,00;0;0,00
2015-04-04;789565;5213492,00;0;0,00;4;48094,40;118;1546,30;399;228,60;6757;24,90;10092;8,90;98658;5,00;88754;3,00;0;0,00
2015-04-01;412350;2326663,00;0;0,00;2;42926,90;59;1380,20;187;217,70;2735;27,50;4378;9,10;45638;5,00;41826;3,00;0;0,00
2015-03-28;784802;5186578,00;1;1700189,00;1;191384,70;141;1287,40;326;278,40;8293;20,20;7533;11,90;128859;5,00;68486;3,00;0;0,00
2015-03-25;409634;2334534,00;0;0,00;3;28714,70;70;1167,20;130;314,20;2864;26,40;4184;9,60;45893;5,00;37709;3,00;0;0,00
2015-03-21;885620;6382922,00;1;6600619,00;2;117764,90;164;1362,20;375;297,80;8501;24,30;9464;11,60;143739;5,00;80926;3,00;0;0,00
2015-03-18;536756;3619329,00;0;0,00;4;33388,30;90;1407,50;268;236,30;4960;23,60;7638;8,10;78555;5,00;62337;3,00;0;0,00
2015-03-14;794871;5292985,00;0;0,00;3;65103,70;168;1102,70;464;199,60;7646;22,40;11446;8,00;120013;5,00;94352;3,00;0;0,00
2015-03-11;421404;2429740,00;0;0,00;2;44828,70;84;1012,30;253;168,00;3607;21,80;5883;7,10;56169;5,00;48505;3,00;0;0,00
2015-03-07;795118;5242570,00;0;0,00;2;96725,40;76;2414,30;234;392,00;4549;37,30;7647;11,80;84168;5,00;85573;3,00;0;0,00
2015-03-04;412811;2343720,00;0;0,00;0;0,00;79;2133,00;102;402,10;3323;22,80;2723;14,80;54292;5,00;26235;3,00;0;0,00
2015-02-28;833605;5648995,00;1;3886818,00;4;52111,90;171;1156,20;353;280,00;6249;29,20;9190;10,60;108121;5,00;91268;3,00;0;0,00
2015-02-25;460370;2785538,00;0;0,00;2;51393,10;82;1188,90;236;206,50;3700;24,30;5528;8,70;57428;5,00;49211;3,00;0;0,00
2015-02-21;783840;5226253,00;0;0,00;2;96424,30;114;1604,50;362;252,60;4904;34,50;8431;10,70;90800;5,00;83489;3,00;0;0,00
2015-02-18;421576;2439206,00;0;0,00;4;22501,60;116;735,90;304;140,40;3807;20,70;5568;7,50;54283;5,00;43857;3,00;0;0,00
2015-02-14;804554;5283843,00;0;0,00;1;194973,80;106;1744,60;253;365,40;5081;33,60;9635;9,40;92393;5,00;94891;3,00;0;0,00
2015-02-11;410994;2331023,00;0;0,00;0;0,00;55;3047,20;135;302,10;3029;24,90;4065;9,90;46905;5,00;36104;3,00;0;0,00
2015-02-07;782245;5154309,00;1;1000000,00;5;38038,80;186;969,80;392;230,10;8194;20,30;9654;9,20;118456;5,00;90711;3,00;0;0,00
2015-02-04;435138;2515302,00;1;1339566,00;0;0,00;76;2379,60;325;135,40;3664;22,20;6368;6,80;53363;5,00;48701;3,00;0;0,00
2015-01-31;780974;5155131,00;0;0,00;4;47556,00;192;939,70;419;215,30;8801;18,90;9379;9,50;135379;5,00;77404;3,00;0;0,00
2015-01-28;439756;2604178,00;2;1192653,00;0;0,00;105;1783,20;163;279,50;3832;22,00;4508;9,90;55428;5,00;42312;3,00;0;0,00
2015-01-24;777357;5168635,00;0;0,00;8;23840,30;328;551,50;570;158,60;11543;14,50;10929;8,10;140754;5,00;88742;3,00;0;0,00
2015-01-21;431110;2488700,00;0;0,00;0;0,00;41;4364,30;106;410,80;2411;33,40;3039;14,10;41983;5,00;30538;3,00;0;0,00
2015-01-17;790522;5219694,00;0;0,00;1;192606,70;112;1631,10;287;318,20;5921;28,50;8346;10,80;100517;5,00;85565;3,00;0;0,00
2015-01-14;585721;4272850,00;1;8518316,00;2;78834,00;144;1038,50;329;227,20;6047;22,80;7953;9,20;95545;5,00;67381;3,00;0;0,00
2015-01-10;938045;6973932,00;0;0,00;2;128669,00;152;1605,80;395;308,90;7552;29,90;11140;10,80;132562;5,00;112985;3,00;0;0,00
2015-01-07;582304;4217050,00;0;0,00;2;77804,50;76;1942,00;224;329,40;4862;28,10;6133;11,80;83206;5,00;60244;3,00;0;0,00
2015-01-03;713737;4795104,00;2;500000,00;3;58979,70;75;2237,70;241;348,10;4975;31,20;6694;12,30;92168;5,00;60076;3,00;0;0,00
