Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2000-12-30;2641525;16376332,61;6;826328,28;27;19501,78;1541;683,44;67305;19,46;980581;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-27;701051;3345903,68;0;0,00;2;57246,05;179;1279,13;10122;28,26;172509;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-23;2410536;14897327,96;9;550893,78;49;10235,52;1005;998,02;51660;24,17;800939;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-20;692213;3264877,21;1;509470,77;1;113217,93;191;1185,43;9796;28,88;162285;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-16;1532622;8011910,29;7;173897,31;14;19323,30;803;673,77;31836;21,19;427682;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-13;1040014;5716255,12;1;2541677,10;13;14211,74;439;841,60;21077;21,81;338485;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-09;1523178;7964685,09;4;296728,55;15;17583,09;536;984,14;27613;23,80;446030;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-06;890376;4612433,84;0;0,00;6;25342,16;356;853,99;17116;22,19;261119;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-12-02;1521025;7969829,37;1;1226725,90;26;10483,42;498;1094,70;25684;26,52;411360;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-29;762447;3736248,23;0;0,00;8;16070,94;212;1212,94;11362;28,26;189712;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-25;1517106;7969793,18;2;545514,49;16;15151,25;771;628,91;37868;15,99;532979;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-22;644007;3009698,59;0;0,00;6;16571,68;251;792,27;10878;22,81;169510;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-18;2091068;12547990,95;2;1744104,47;17;25295,06;784;1096,93;39325;27,27;644365;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-15;642017;2999568,67;1;459619,38;6;17022,85;153;1335,15;9017;28,26;156681;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-11;1254179;6530114,85;0;0,00;3;74762,21;333;1347,05;19522;28,63;333311;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-08;640448;2987359,91;2;211998,54;10;9422,43;348;541,40;13800;16,98;186263;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-04;1501479;7859332,82;2;623774,48;10;27721,93;346;1602,38;20378;33,96;371723;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-11-01;574392;2657567,32;2;206123,47;3;30535,52;175;1046,85;8828;25,90;134312;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-28;1488943;7785889,40;3;392465,03;8;32704,59;548;954,89;26905;24,29;420704;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-25;633716;2943881,37;2;234185,01;1;104083,05;165;1261,53;7721;33,59;138276;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-21;1496752;7820138,37;4;267080,48;15;15828,00;939;505,45;38679;15,25;524927;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-18;640306;2980938,48;2;228433,88;3;33842,42;192;1057,51;9549;26,52;155603;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-14;1588192;8305844,09;2;646035,31;10;28711,03;475;1208,98;26537;27,02;416476;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-11;640703;2993219,62;2;211254,86;3;31299,04;288;651,96;12489;18,72;188719;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-07;1512105;7918777,69;5;257982,79;27;10617,28;384;1493,06;26118;27,39;344956;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-10-04;645973;3009967,80;1;453248,52;14;7193,87;256;786,81;11728;21,44;164360;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-30;1506183;7883935,76;1;1213314,86;17;15860,23;364;1481,41;23494;28,63;407107;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-27;639829;2982504,17;2;236961,42;2;52660,02;138;1526,28;7191;36,56;140605;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-23;1506837;7865585,69;5;225236,06;32;7821,04;731;684,68;33019;18,84;481643;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-20;655009;3054553,43;2;230466,61;5;20485,92;295;694,35;11620;21,94;165929;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-16;1521526;7973133,80;7;169236,91;30;8772,95;954;551,81;34167;19,21;449689;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-13;667479;3128398,93;2;232821,60;5;20694,15;216;958,11;10438;24,67;175697;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-09;1937558;12112493,09;3;1239467,62;17;22942,55;966;807,39;45425;21,44;723042;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-06;669350;3129216,48;1;444671,40;5;19762,07;317;623,20;13642;18,10;194668;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-09-02;1534349;8020813,14;4;284904,03;27;9377,81;781;648,49;33961;18,59;499053;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-08-30;663219;3118565,99;1;454810,25;4;25265,31;291;694,60;12372;20,33;183553;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-08-26;1490473;7808276,17;2;609520,60;16;16931,13;378;1433,32;22095;30,61;387594;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-08-23;848792;4344970,12;3;547919,06;4;35805,74;296;967,53;16045;22,31;246011;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-08-19;1500229;7835995,13;1;1293037,41;6;47890,55;344;1670,55;18471;38,80;326545;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-08-16;728611;3562362,33;0;0,00;14;8326,74;315;740,21;14518;19,96;205039;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-08-12;1488473;7783943,94;2;600893,90;14;19075,41;662;806,65;27726;24,05;398449;2,48;0;0,00;0;0,00;0;0,00;0;0,00
2000-08-09;656273;3074660,57;0;0,00;5;21090,78;187;1127,92;9979;26,40;157510;2,48;0;0,00;0;0,00;0;0,00;0;0,00
