Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2022-08-27;698577;5180746,25;0;0,00;8;19104,00;100;1450,60;311;233,20;5224;25,60;8126;8,70;90361;6,25;73084;3,75;244752;1,25
2022-08-24;470712;3074290,00;0;0,00;1;90691,50;79;1089,60;158;272,40;3517;22,60;3903;10,80;53028;6,25;35737;3,75;127371;1,25
2022-08-20;677524;4918020,00;0;0,00;5;29016,30;114;1207,90;404;170,40;5764;22,00;10605;6,30;93203;6,25;87174;3,75;276296;1,25
2022-08-17;432307;2754140,00;0;0,00;7;11606,70;52;1482,90;238;162,00;3068;23,20;5723;6,60;48986;6,25;47216;3,75;146728;1,25
2022-08-13;662473;4749303,75;0;0,00;2;70052,20;125;1063,80;236;281,70;6050;20,30;5766;11,30;86696;6,25;50761;3,75;176776;1,25
2022-08-10;428553;2659773,75;0;0,00;0;0,00;36;2068,70;140;265,90;2428;28,30;3985;9,20;42225;6,25;36090;3,75;121688;1,25
2022-08-06;679932;4889396,25;1;1500000,00;1;144237,10;86;1591,80;186;368,00;4140;30,50;5039;13,30;72214;6,25;49993;3,75;191746;1,25
2022-08-03;428173;2651050,00;0;0,00;0;0,00;45;1649,50;109;340,50;2732;25,10;3173;11,50;45409;6,25;30192;3,75;104798;1,25
2022-07-30;654542;4710437,50;1;1500000,00;1;138957,90;66;1998,30;154;428,20;3450;35,30;4367;14,80;63198;6,25;45442;3,75;180226;1,25
2022-07-27;422977;2628150,00;0;0,00;4;19382,60;172;427,80;275;133,70;4072;16,70;4749;7,60;46762;6,25;36130;3,75;121458;1,25
2022-07-23;658179;4831366,25;1;3000000,00;1;142525,30;101;1339,30;218;310,20;5178;24,10;5906;11,20;82281;6,25;54779;3,75;193019;1,25
2022-07-20;484443;3121036,25;0;0,00;1;92070,50;57;1533,10;153;285,50;2750;29,30;3968;10,80;48082;6,25;37198;3,75;137903;1,25
2022-07-16;692590;4983878,75;0;0,00;1;147024,40;79;1766,40;203;343,70;3758;34,30;5334;12,80;63905;6,25;50034;3,75;195957;1,25
2022-07-13;462597;2894551,25;0;0,00;1;85389,20;55;1473,50;104;389,60;2493;30,00;2947;13,50;43424;6,25;30632;3,75;114663;1,25
2022-07-09;694128;4943846,25;0;0,00;4;36460,80;100;1384,20;275;251,60;4963;25,80;6741;10,10;81486;6,25;63015;3,75;227373;1,25
2022-07-06;537077;3667287,50;1;4000000,00;2;54092,40;63;1629,90;151;340,00;3025;31,30;4233;11,90;53455;6,25;40361;3,75;145627;1,25
2022-07-02;729783;5436301,25;0;0,00;1;160370,80;83;1833,90;235;323,80;4325;32,50;6855;10,90;76132;6,25;63631;3,75;224131;1,25
2022-06-29;484897;3220213,75;0;0,00;1;94996,30;58;1554,50;173;260,50;3093;26,90;3955;11,20;54210;6,25;37863;3,75;133723;1,25
2022-06-25;696896;5089118,75;0;0,00;5;30025,80;99;1439,30;173;411,80;4505;29,20;5426;12,90;76030;6,25;52969;3,75;191627;1,25
2022-06-22;455223;2894473,75;0;0,00;2;42693,40;118;686,80;222;182,50;4383;17,10;4963;8,00;62072;6,25;41109;3,75;131863;1,25
2022-06-18;675403;4843812,50;0;0,00;1;142892,40;179;757,60;219;309,60;7579;16,50;5866;11,30;109259;6,25;51916;3,75;168011;1,25
2022-06-15;428837;2658332,50;0;0,00;5;15684,10;123;605,10;237;157,00;4499;15,30;5501;6,60;57687;6,25;42936;3,75;132230;1,25
2022-06-11;706332;5151402,50;1;2500000,00;1;151966,30;100;1442,30;259;278,40;5200;25,60;6782;10,40;85640;6,25;62134;3,75;226959;1,25
2022-06-08;448715;2878482,50;0;0,00;1;84915,20;49;1644,80;131;307,60;3354;22,20;3650;10,80;48187;6,25;31815;3,75;109846;1,25
2022-06-04;683409;4928912,50;0;0,00;0;0,00;63;2190,60;168;410,70;3859;33,00;5294;12,80;73058;6,25;52424;3,75;203109;1,25
2022-06-01;448640;2794497,50;0;0,00;0;0,00;51;1534,20;124;315,50;2909;24,80;3074;12,50;46958;6,25;29537;3,75;103784;1,25
2022-05-28;780292;6159763,75;1;6000000,00;3;60571,00;88;1959,90;245;351,90;5166;30,80;7102;11,90;88665;6,25;72821;3,75;265906;1,25
2022-05-25;596432;4385048,75;0;0,00;5;25871,70;82;1497,30;258;237,90;4418;25,70;6457;9,30;71992;6,25;60374;3,75;208042;1,25
2022-05-21;781065;6028563,75;0;0,00;1;177842,60;111;1520,70;336;251,10;5427;28,70;8784;9,40;93732;6,25;83551;3,75;292513;1,25
2022-05-18;531119;3686745,00;0;0,00;1;108758,90;69;1496,00;138;374,00;3442;27,70;3835;13,20;61451;6,25;37601;3,75;141392;1,25
2022-05-14;692416;4927896,25;0;0,00;4;36343,20;70;1971,10;256;269,40;4204;30,30;6878;9,80;74488;6,25;66355;3,75;236751;1,25
2022-05-11;437658;2678741,25;0;0,00;0;0,00;59;1271,20;205;182,90;2480;27,90;4357;8,40;41488;6,25;41926;3,75;150806;1,25
2022-05-07;715141;5145636,25;1;2000000,00;3;50598,70;185;778,70;375;192,10;6888;19,30;7926;8,90;96741;6,25;67704;3,75;236703;1,25
2022-05-04;454271;2820041,25;0;0,00;0;0,00;68;1161,10;146;270,40;2842;25,60;3616;10,70;47933;6,25;32774;3,75;116377;1,25
2022-04-30;682111;4859403,75;0;0,00;2;71676,20;60;2267,70;195;348,80;3749;33,50;6438;10,40;68167;6,25;62675;3,75;226529;1,25
2022-04-27;435544;2688627,50;1;1000000,00;0;0,00;50;1505,60;106;355,10;2470;28,10;3120;11,80;39790;6,25;29589;3,75;106096;1,25
2022-04-23;766372;5816596,25;1;4500000,00;1;171589,50;92;1770,20;219;371,80;4291;35,10;6277;12,70;78867;6,25;65763;3,75;246432;1,25
2022-04-20;495864;3387455,00;0;0,00;0;0,00;65;1459,20;213;222,60;3170;27,60;5145;9,00;51695;6,25;48115;3,75;168265;1,25
2022-04-16;727440;5405787,50;0;0,00;4;39867,60;79;1915,90;235;322,00;4034;34,70;5841;12,70;73239;6,25;61538;3,75;249538;1,25
2022-04-13;485959;3214015,00;0;0,00;2;47406,70;84;1071,30;178;252,70;3856;21,50;5011;8,80;58483;6,25;43911;3,75;148708;1,25
2022-04-09;719472;5240098,75;0;0,00;1;154582,90;97;1512,60;260;282,10;4813;28,10;6807;10,60;79885;6,25;61203;3,75;210901;1,25
2022-04-06;465242;2962091,25;0;0,00;1;87381,60;34;2439,30;131;316,50;2305;33,20;3373;12,10;40563;6,25;33934;3,75;136284;1,25
2022-04-02;688610;4977321,25;0;0,00;4;36707,70;81;1720,50;228;305,60;4199;30,70;5631;12,10;78519;6,25;55688;3,75;197221;1,25
2022-03-30;442671;2742291,25;0;0,00;1;80897,50;53;1448,70;128;299,90;2834;25,00;3672;10,30;46709;6,25;33386;3,75;113990;1,25
2022-03-26;689295;4956552,50;1;1500000,00;6;24369,70;254;546,30;511;135,70;7687;16,70;9316;7,30;96764;6,25;73441;3,75;236704;1,25
2022-03-23;430497;2665110,00;0;0,00;0;0,00;52;1435,00;93;401,10;2109;32,70;3054;12,00;39581;6,25;28109;3,75;101574;1,25
2022-03-19;705228;5096860,00;1;2000000,00;5;30071,40;137;1041,60;335;213,00;6800;19,40;7727;9,10;102686;6,25;66891;3,75;221179;1,25
2022-03-16;454109;2833796,25;0;0,00;0;0,00;51;1555,80;90;440,80;2567;28,50;2738;14,20;44424;6,25;26077;3,75;97716;1,25
2022-03-12;687783;4899055,00;0;0,00;2;72261,00;118;1162,40;186;368,70;4694;27,00;5428;12,40;73290;6,25;53925;3,75;205956;1,25
2022-03-09;511573;3370506,25;1;3000000,00;0;0,00;68;1387,80;203;232,40;3471;25,10;5294;8,70;58410;6,25;47692;3,75;166042;1,25
2022-03-05;721124;5261040,00;0;0,00;5;31040,10;106;1389,70;239;308,10;4473;30,40;6137;11,80;72873;6,25;61359;3,75;245235;1,25
2022-03-02;474629;3021396,25;0;0,00;2;44565,50;63;1342,80;175;241,70;3129;25,00;3981;10,40;52226;6,25;36345;3,75;122609;1,25
2022-02-26;697548;5026245,00;0;0,00;1;148274,20;97;1450,80;214;328,80;4532;28,70;6057;11,40;80955;6,25;56331;3,75;204040;1,25
2022-02-23;449315;2772261,25;0;0,00;2;40890,80;43;1805,10;160;242,50;2487;28,80;3820;10,00;41415;6,25;33329;3,75;119368;1,25
2022-02-19;691489;4923525,00;2;500000,00;1;145243,90;117;1178,20;251;274,60;4502;28,30;6263;10,80;71340;6,25;59631;3,75;222911;1,25
2022-02-16;565195;3880626,25;1;4000000,00;4;28619,60;75;1448,70;165;329,20;3832;26,20;4249;12,60;63691;6,25;38719;3,75;138986;1,25
2022-02-12;700841;5044782,50;1;1500000,00;2;74410,50;111;1272,50;222;318,10;4552;28,70;5891;11,80;77236;6,25;57263;3,75;207752;1,25
2022-02-09;447381;2773185,00;0;0,00;0;0,00;37;2098,60;134;289,70;2141;33,50;3142;12,10;39450;6,25;28629;3,75;105052;1,25
2022-02-05;726062;5218095,00;2;750000,00;1;153933,80;162;901,80;272;268,50;5096;26,50;7483;9,60;79184;6,25;69325;3,75;255414;1,25
2022-02-02;441717;2734606,25;0;0,00;1;80670,80;68;1126,00;181;211,50;3703;19,10;4027;9,30;56294;6,25;34242;3,75;108835;1,25
2022-01-29;728194;5329586,25;1;2500000,00;5;31444,50;157;950,40;301;247,80;6386;21,60;7996;9,10;96207;6,25;70372;3,75;244087;1,25
2022-01-26;476169;3023521,25;0;0,00;4;22298,40;41;2064,80;120;352,70;2525;31,00;3288;12,60;43274;6,25;30629;3,75;116486;1,25
2022-01-22;719886;5164492,50;0;0,00;4;38088,10;61;2370,50;201;359,70;3365;39,70;5530;12,80;64473;6,25;56079;3,75;222459;1,25
2022-01-19;443431;2742452,50;0;0,00;1;80902,30;39;1968,90;85;451,60;2216;32,00;2605;14,50;40981;6,25;25046;3,75;91991;1,25
2022-01-15;730934;5312942,50;1;2000000,00;1;156731,80;72;2066,10;303;245,40;4499;30,50;8971;8,10;81962;6,25;80957;3,75;268627;1,25
2022-01-12;461244;2907515,00;0;0,00;3;28590,50;47;1732,10;91;447,30;2647;28,40;3318;12,00;45476;6,25;33329;3,75;122579;1,25
2022-01-08;701808;5067570,00;0;0,00;3;49831,10;62;2288,50;224;316,70;3480;37,70;5766;12,10;62676;6,25;61087;3,75;251158;1,25
2022-01-05;770332;6447426,25;1;10500000,00;5;38039,80;109;1656,20;299;301,80;5923;28,10;7674;11,50;101052;6,25;73033;3,75;266510;1,25
2022-01-01;728477;5453271,25;0;0,00;3;53623,80;99;1542,30;256;298,20;4965;28,40;6853;10,90;84349;6,25;68620;3,75;262840;1,25
