Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2008-07-19;1190136;6262992,50;1;900200,00;9;22220,00;490;816,00;23135;21,60;352135;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-07-16;586067;2766473,50;1;404000,00;6;14960,00;166;1081,00;9366;23,90;149833;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-07-12;1206379;6354622,00;4;232100,00;13;15870,00;555;743,00;23281;22,10;343784;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-07-09;623956;3048590,00;1;1265000,00;4;25720,00;139;1480,00;7727;33,20;149360;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-07-05;1191947;6320377,50;13;63400,00;64;2860,00;1388;264,00;38196;11,90;429626;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-07-02;595197;2852522,50;0;0,00;8;11640,00;162;1150,00;9775;23,80;152083;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-28;1188693;6267765,50;2;427800,00;24;7920,00;534;712,00;26839;17,70;392563;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-25;556013;2581449,00;0;0,00;5;17000,00;192;885,00;8223;25,80;134850;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-21;1185493;6232900,00;5;172000,00;24;7960,00;629;607,00;26923;17,70;382101;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-18;559542;2592147,50;2;199500,00;7;12660,00;164;1081,00;7369;30,00;122275;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-14;1180641;6197001,50;1;936400,00;10;20800,00;362;1149,00;18549;28,00;307868;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-11;556938;2575317,00;1;389400,00;3;28840,00;173;1000,00;8143;26,50;127692;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-07;1210711;6366763,50;1;966500,00;18;11930,00;435;987,00;19837;27,00;312286;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-06-04;639548;3129575,50;1;1287500,00;6;16300,00;236;829,00;11639;21,00;184503;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-31;1195347;6296918,50;3;314600,00;6;34950,00;464;904,00;20154;26,00;319653;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-28;605757;2901013,50;0;0,00;3;33030,00;161;1231,00;8090;30,60;137353;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-24;1198569;6294524,00;4;219100,00;12;16230,00;484;804,00;24878;19,50;379088;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-21;563121;2611046,00;0;0,00;4;22290,00;128;1393,00;7849;28,40;123696;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-17;1202997;6306521,00;1;950800,00;7;30180,00;347;1217,00;18544;28,40;315233;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-14;542264;2518520,00;2;180600,00;7;11470,00;215;746,00;9629;20,80;142239;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-10;1194262;6265870,00;1;973300,00;12;18020,00;314;1377,00;17902;30,20;287700;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-07;601871;2866652,00;1;876400,00;2;48940,00;128;1529,00;7615;32,10;135864;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-05-03;1238821;6948450,00;2;1000000,00;12;18790,00;472;955,00;21979;25,60;376288;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-30;618670;2884353,50;0;0,00;2;48430,00;188;1030,00;9201;26,30;143267;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-26;1203476;6280871,50;5;179200,00;10;19910,00;384;1037,00;20926;23,70;359045;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-23;614022;2911485,00;1;801000,00;6;15150,00;217;838,00;10522;21,60;171902;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-19;1234053;6435636,50;2;480200,00;10;21340,00;338;1262,00;19939;26,70;330402;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-16;580228;2686181,50;0;0,00;3;29020,00;272;640,00;10886;19,90;146008;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-12;1244873;6515603,50;2;402000,00;23;7760,00;970;368,00;37097;12,00;484103;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-09;684421;3420661,00;2;1114600,00;7;15550,00;289;753,00;12521;21,70;193875;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-05;1380214;7729986,50;2;1503200,00;35;6590,00;795;580,00;35529;16,20;499154;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-04-02;655279;3219769,00;0;0,00;9;11290,00;289;703,00;12879;19,70;185694;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-29;1256600;6608215,50;0;0,00;24;8640,00;726;571,00;26398;19,60;385839;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-26;607043;2930946,00;0;0,00;3;33580,00;163;1236,00;8553;29,40;136321;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-22;1241958;6501560,00;2;465300,00;18;11480,00;567;729,00;25038;20,60;369046;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-19;621126;2947925,50;0;0,00;11;8090,00;293;608,00;12817;17,30;186070;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-15;1250888;6545400,50;5;177100,00;44;4470,00;794;495,00;31461;15,60;416949;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-12;580036;2679647,50;0;0,00;1;94990,00;113;1681,00;6547;36,20;113059;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-08;1281157;6719193,00;3;339100,00;12;18840,00;511;884,00;21150;26,70;331873;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-05;589809;2734714,50;1;426900,00;3;31620,00;171;1109,00;9056;26,10;123661;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-03-01;1281459;6781678,50;4;500700,00;26;8510,00;534;829,00;23220;23,80;361814;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-27;582888;2679351,00;1;376600,00;4;20920,00;221;757,00;9650;21,60;158168;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-23;1280956;6675425,00;0;0,00;8;27950,00;356;1256,00;19123;29,20;333679;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-20;644312;3057992,00;2;483400,00;12;7910,00;251;757,00;12131;19,50;182568;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-16;1313043;6882493,00;4;332500,00;13;22730,00;543;1088,00;23196;31,80;356878;3,25;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-13;642736;3012440,50;0;0,00;9;13310,00;280;855,00;12540;23,80;185577;3,25;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-09;1316015;6967482,50;2;982400,00;15;14900,00;498;898,00;23860;23,40;387517;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-06;585040;2708030,00;1;354900,00;2;39430,00;375;420,00;14601;13,50;182789;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-02-02;1264387;6609026,00;0;0,00;9;23670,00;351;1213,00;22598;23,50;363935;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-30;592557;2752605,00;2;199800,00;3;29610,00;156;1138,00;8336;26,60;151131;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-26;1262327;6605988,50;4;241500,00;19;11290,00;411;1044,00;22607;23,70;356831;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-23;700959;3412378,50;1;1399600,00;5;23050,00;199;1158,00;10041;28,60;166820;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-19;1265936;6626720,50;1;943700,00;16;13100,00;486;863,00;28910;18,10;380411;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-16;649068;3086531,00;0;0,00;7;14470,00;242;837,00;10312;24,50;162703;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-12;1275207;6696666,00;1;1046800,00;10;23260,00;307;1515,00;17329;33,50;301648;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-09;592086;2753227,00;0;0,00;6;15740,00;130;1453,00;7183;32,80;128703;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-05;1330165;7172154,50;1;2068200,00;10;24220,00;401;1208,00;20984;28,80;350553;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2008-01-02;549426;2583625,00;2;178700,00;7;11340,00;376;422,00;12780;15,50;157672;2,50;0;0,00;0;0,00;0;0,00;0;0,00
