Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9
2009-12-30;566202;2728888,00;0;0,00;2;45550,00;167;1091,00;8820;25,80;137659;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-26;1073383;5905103,00;0;0,00;12;16500,00;481;823,00;19330;25,60;294386;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-23;601301;2957252,50;2;394700,00;4;23310,00;314;594,00;11647;20,00;171059;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-19;1092713;5975846,00;3;309100,00;17;12120,00;371;1111,00;16739;30,70;275085;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-16;526208;2499139,00;0;0,00;19;4320,00;181;907,00;9804;20,90;131157;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-12;1131151;6162235,50;1;951100,00;8;26420,00;340;1243,00;17161;30,70;288345;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-09;529076;2505662,00;3;111300,00;9;8250,00;376;394,00;12313;15,00;164026;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-05;1132243;6174811,50;1;915200,00;5;40670,00;393;1035,00;19778;25,70;322574;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-12-02;532580;2534235,50;1;408100,00;3;30230,00;114;1591,00;7550;30,00;103496;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-28;1134341;6183376,00;2;463600,00;14;14710,00;469;878,00;21573;23,80;313453;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-25;559853;2745090,50;4;285200,00;6;14570,00;272;642,00;10554;20,70;155412;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-21;1140948;6213037,50;2;464800,00;12;17210,00;346;1194,00;18775;27,50;316794;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-18;565336;2751494,50;0;0,00;3;30420,00;147;1241,00;8712;26,10;141193;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-14;1158659;6369343,00;1;1819600,00;8;24590,00;596;660,00;27208;18,00;384882;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-11;492110;2339407,50;0;0,00;6;12470,00;233;642,00;8839;21,10;130967;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-07;1154189;6298733,50;0;0,00;11;18870,00;379;1095,00;20369;25,40;328618;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-11-04;592833;2959306,00;1;1519000,00;10;8460,00;475;356,00;17198;12,30;205918;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-10-31;1279012;7299123,00;5;400000,00;26;9000,00;622;753,00;26713;21,90;406212;2,50;0;0,00;0;0,00;0;0,00;0;0,00
2009-10-28;579387;2855685,50;0;0,00;4;23040,00;195;945,00;9957;23,10;156780;2,50;0;0,00;0;0,00;0;0,00;0;0,00
