Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9;P-R10;W-R10;P-R11;W-R11;P-R12;W-R12;P-R13;W-R13
2018-08-17;712267;5897505,00;0;0,00;0;666375,90;1;34490,30;7;4103,50;70;180,10;77;149,80;207;56,40;1504;26,40;2956;15,90;8067;11,50;8409;14,20;42985;8,80;114034;4,10
2018-08-14;541237;4255790,00;0;0,00;0;508724,10;0;23697,50;2;3311,70;54;161,10;107;115,80;141;45,40;1486;22,70;2332;14,00;5541;10,70;8108;12,00;33078;8,10;77951;4,10
2018-08-10;642546;5170637,50;0;0,00;1;152738,00;0;71148,80;2;4218,30;59;211,50;135;105,10;121;76,40;2671;15,70;2584;16,40;5477;14,60;15109;7,90;41525;8,40;84914;4,90
2018-08-07;450475;3407735,00;0;0,00;0;223461,40;1;29740,90;4;4242,90;40;208,80;72;127,60;90;71,10;1216;22,10;1791;16,30;4163;13,00;6151;11,80;25644;8,70;60457;4,50
2018-08-03;619843;4912732,50;0;0,00;0;1151574,50;1;29801,60;1;3279,80;56;207,60;94;148,40;117;64,10;1484;26,00;2240;17,80;6295;12,70;7807;13,80;33394;9,60;93444;4,40
2018-07-31;419439;3097535,00;0;0,00;0;278540,00;0;97312,70;1;5010,30;29;209,80;59;128,60;49;76,00;904;23,00;1491;18,00;3344;14,20;5090;11,90;21431;9,40;51576;4,80
2018-07-27;556808;4313385,00;0;0,00;0;532267,80;1;22540,20;0;3675,00;63;157,50;105;105,30;148;47,60;1498;19,80;2450;13,30;5910;10,10;7526;11,20;35594;7,70;87870;3,80
2018-07-24;377925;2697990,00;0;0,00;0;369363,40;0;34411,50;0;2274,50;23;188,10;99;89,30;70;70,80;1463;15,10;1498;15,30;2966;13,70;7896;7,60;22865;7,80;46616;4,60
2018-07-20;571775;4354532,50;0;0,00;0;498973,90;0;77477,80;0;4943,00;28;240,10;97;121,80;79;82,10;1511;19,40;1839;18,20;4044;15,90;9426;8,90;30145;9,10;62757;5,30
2018-07-17;381241;2682040,00;0;0,00;0;346204,40;1;32253,90;2;2817,20;28;184,50;58;117,50;69;66,00;1071;21,70;1226;16,30;3190;12,50;5276;11,70;19299;8,90;50325;4,20
2018-07-13;670948;5105275,00;0;17000000,00;0;623200,70;0;58060,20;6;4733,10;59;168,60;97;150,00;122;50,30;1426;26,70;2436;15,50;6699;10,80;7338;14,40;37589;8,70;96050;4,00
2018-07-10;451825;3380380,00;0;65538512,00;0;850110,80;1;66000,10;1;4842,40;46;166,00;61;118,30;100;56,60;1054;20,90;1766;14,40;4156;11,90;5817;11,10;27348;7,90;62103;4,30
2018-07-06;639425;5020362,50;0;0,00;0;549967,90;0;51237,50;1;3132,70;61;192,80;128;127,50;108;70,20;1748;23,00;2755;16,60;6361;13,10;9152;11,80;38207;9,10;88070;4,60
2018-07-03;420944;3049342,50;0;0,00;0;257596,00;1;44997,70;0;1956,40;23;146,50;87;74,10;70;55,70;1539;13,40;1828;12,40;3766;12,20;8195;7,20;26559;7,00;52720;4,50
2018-06-29;607149;4687200,00;0;0,00;0;1015108,30;2;23643,00;1;5028,00;37;208,30;78;167,80;148;60,70;1252;29,30;2165;16,50;5407;12,20;6680;15,50;32453;8,90;83409;4,30
2018-06-26;407904;2899872,50;0;0,00;0;0,00;0;431632,70;0;4198,30;26;222,10;96;101,60;67;75,40;1279;16,30;1340;16,00;2929;14,30;7622;7,90;22203;8,00;46463;4,80
2018-06-22;591882;4513037,50;0;0,00;2;474167,80;0;220878,10;3;2572,30;40;195,30;146;84,20;98;64,70;2517;15,40;2146;15,40;4926;13,40;14404;7,60;34216;8,50;73270;4,80
2018-06-19;429618;3078470,00;0;36158964,00;0;246455,50;0;24600,90;4;2276,50;59;142,60;163;75,90;154;47,30;1923;14,70;2115;13,30;4607;11,20;9718;7,90;28646;7,50;60672;4,20
2018-06-15;607199;4640125,00;0;0,00;2;337478,90;0;78602,60;2;4805,80;57;211,70;101;144,50;138;63,10;1385;27,20;2168;19,00;6152;11,80;7282;14,20;29982;10,30;90483;4,20
2018-06-12;410661;2891017,50;0;0,00;1;142783,80;0;33255,90;1;2033,30;49;151,90;70;87,30;89;49,90;1270;16,60;2037;12,60;4716;10,40;6174;9,20;26338;7,30;59620;4,10
2018-06-08;609745;4630245,00;0;17000000,00;0;520450,00;0;26937,40;7;1943,90;69;176,10;219;79,30;163;62,50;2908;14,60;2833;15,40;5834;13,70;15623;7,40;37700;8,30;78791;4,90
2018-06-05;411272;2902377,50;0;17000000,00;0;360735,70;1;28006,40;2;2739,70;33;142,70;82;111,40;87;59,10;1063;19,50;1663;13,60;3339;13,30;6029;9,90;24480;7,40;48063;4,70
2018-06-01;676487;5400080,00;0;37145179,00;0;0,00;0;183844,50;1;3484,60;63;167,30;168;102,90;120;66,60;2113;18,60;3446;13,00;6640;12,60;11031;10,10;53514;7,00;100694;4,40
2018-05-29;455118;3389537,50;0;0,00;0;164503,70;1;21286,00;0;4259,30;31;176,90;111;109,90;87;67,70;1558;18,80;1799;14,60;3697;13,30;7813;9,80;28361;7,90;57058;4,60
2018-05-25;645278;5061450,00;0;0,00;0;560877,50;2;21772,40;1;2719,00;75;156,80;139;95,50;139;63,40;1879;18,10;3280;12,40;5997;12,40;9983;10,10;46341;6,90;86686;4,50
2018-05-22;409398;2957835,00;0;0,00;0;0,00;0;308470,60;0;6577,70;22;249,20;36;177,50;50;79,50;717;30,80;1145;19,60;3268;13,80;3766;15,90;18904;10,20;49920;4,70
2018-05-18;645378;4975722,50;0;0,00;2;175512,30;0;16351,50;9;1236,80;110;83,10;189;59,50;226;32,60;2422;13,10;3996;9,40;8225;8,70;12048;7,90;48233;6,30;101518;3,80
2018-05-15;433378;3095157,50;0;0,00;0;0,00;0;91832,70;4;4466,00;36;170,10;62;157,30;99;53,50;778;29,00;1500;16,60;3967;11,70;4394;15,80;21995;9,30;55723;4,30
2018-05-11;583939;4457380,00;0;0,00;1;249726,20;0;46531,20;4;3075,60;71;181,40;106;127,50;124;62,70;1266;23,30;2323;15,80;5454;13,00;7224;12,30;32977;8,80;79605;4,60
2018-05-08;473418;3440247,50;0;45566998,00;0;788327,80;1;26230,00;2;3592,30;53;161,80;100;86,70;115;59,70;1752;15,30;1953;13,50;4141;12,50;9688;8,10;29237;7,50;59159;4,70
2018-05-04;697919;5382402,50;0;0,00;0;223411,30;0;21681,20;1;5784,50;78;158,30;109;153,00;167;49,40;1514;28,30;2978;15,10;7618;10,90;7735;15,50;41494;8,60;104046;4,00
2018-05-01;387248;2744477,50;0;0,00;0;353322,10;0;41146,30;2;3096,20;35;195,10;92;95,40;74;66,70;1294;15,90;1544;14,50;3095;13,10;6926;8,40;22873;7,80;48300;4,40
2018-04-27;659070;5049642,50;0;0,00;0;359513,20;0;41867,30;1;5342,20;33;234,40;76;168,10;112;77,00;1282;27,80;2239;18,30;5415;14,50;7007;14,60;34073;9,50;82847;4,80
2018-04-24;638250;5366717,50;0;138724202,00;0;319079,50;3;24772,40;4;2550,90;84;158,50;227;69,10;197;59,00;3418;11,80;3350;13,00;7351;12,00;18668;6,30;47943;7,20;100094;4,40
2018-04-20;995427;8914570,00;0;0,00;0;653161,70;2;25354,80;5;3600,50;113;160,60;316;108,80;267;56,60;3487;20,00;4731;14,80;11144;12,50;18659;10,50;68698;8,10;157925;4,50
2018-04-17;429696;3038042,50;0;0,00;0;797614,70;0;61924,50;3;2672,50;36;173,30;118;94,00;70;56,10;1455;17,40;1648;15,50;3661;12,70;7504;9,00;24283;8,40;52886;4,50
2018-04-13;789592;5959945,00;0;0,00;2;170553,80;0;39723,90;2;3985,60;63;177,50;112;121,80;124;74,30;2176;20,70;2957;15,50;6352;14,20;12386;10,30;46314;8,00;97412;4,90
2018-04-10;410227;2887097,50;1;17000000,00;0;371546,90;0;24725,00;1;6046,80;38;212,90;55;175,70;142;54,10;797;29,50;1308;19,30;3940;12,50;3810;16,40;17113;11,10;51983;4,50
2018-04-06;697898;5564230,00;0;76119641,00;0;614190,80;1;40872,00;2;3998,30;41;210,80;178;112,70;109;80,70;2262;19,00;2481;17,40;5554;14,80;13593;9,10;39614;8,90;86981;4,90
2018-04-03;452387;3387475,00;0;0,00;2;164985,30;0;64044,90;4;2237,50;44;153,20;120;73,00;69;67,50;2014;12,80;2178;13,00;4061;13,40;10121;6,80;29474;7,40;58687;4,70
2018-03-30;680204;5353382,50;0;0,00;1;282848,60;0;23955,80;5;2343,50;86;158,00;140;108,00;180;56,60;2053;19,60;3106;13,40;6961;11,90;10960;10,90;44497;7,60;100959;4,30
2018-03-27;445621;3234105,00;0;0,00;0;0,00;1;142841,90;3;7107,10;31;185,50;70;143,80;68;67,20;957;25,40;1556;15,80;3671;12,80;5348;13,70;25317;8,30;56313;4,30
2018-03-23;654077;5036045,00;0;0,00;0;274834,00;0;256047,90;0;4816,90;63;170,80;102;121,30;158;57,90;1526;22,20;3044;13,80;7299;10,90;8442;12,10;39798;7,90;98018;4,00
2018-03-20;434271;3108572,50;0;0,00;0;385608,50;0;89812,60;0;4183,80;38;198,50;76;120,10;90;66,50;1106;23,80;1923;15,80;4225;13,10;5603;12,70;24611;8,90;54881;4,70
2018-03-16;645940;4934262,50;0;0,00;0;357906,80;0;31260,20;3;3397,80;66;150,30;107;138,10;224;34,30;1498;25,20;2721;14,60;8984;8,50;7596;13,90;36246;8,90;113460;3,50
2018-03-13;501390;3735037,50;0;61521581,00;0;304873,80;0;35504,30;4;3256,10;43;135,30;72;132,80;156;34,60;1300;24,80;2175;13,80;5922;8,80;6121;13,90;29321;8,20;82119;3,50
2018-03-09;712953;5551770,00;0;0,00;1;596941,00;0;13241,30;2;3487,40;82;171,00;120;140,20;229;41,90;1754;26,20;2714;17,20;8829;10,00;8727;14,10;37320;9,70;117168;3,80
2018-03-06;486619;3513897,50;0;0,00;0;212510,80;0;28283,50;5;2483,00;42;168,50;123;92,70;87;62,50;1902;15,60;1895;14,40;3795;13,00;10779;8,10;28794;7,70;56416;4,60
2018-03-02;673336;5188692,50;0;0,00;0;556145,80;1;25906,50;0;6034,10;52;234,20;85;166,20;109;71,30;1451;27,70;2093;20,30;6054;13,30;8143;14,20;32253;10,50;95650;4,30
2018-02-27;478345;3463832,50;0;0,00;0;0,00;0;498733,90;2;4388,90;22;254,00;61;149,60;71;91,00;1021;26,00;1522;19,20;3477;16,00;5584;13,00;23445;9,60;54150;5,10
2018-02-23;1469789;13238532,50;0;88862248,00;1;485787,20;0;35357,90;8;1608,80;170;148,00;682;59,70;392;60,00;9491;10,80;8401;12,50;17795;12,00;45557;6,20;121407;6,90;250709;4,30
2018-02-20;821368;7136930,00;0;0,00;1;257544,00;1;17138,50;4;2934,00;119;129,30;205;103,10;222;46,00;2854;18,90;4237;12,60;9917;10,30;14934;10,40;59938;7,40;138325;4,00
2018-02-16;959072;8381370,00;0;0,00;0;355136,60;2;24328,00;3;3019,20;165;153,10;248;115,00;320;51,70;3538;20,90;5293;13,80;12888;10,50;16442;11,80;72214;7,90;172389;3,90
2018-02-13;682222;5798150,00;0;0,00;1;333912,50;0;34565,30;3;3622,90;67;143,60;130;104,80;213;40,80;2125;21,50;3541;12,60;9540;8,90;10304;12,40;48096;7,80;125837;3,60
2018-02-09;906514;7813655,00;0;0,00;0;1711394,60;0;49825,40;4;3749,40;61;224,80;161;133,20;174;72,80;2561;23,90;3568;18,20;9180;13,40;14093;12,20;54678;9,60;139834;4,60
2018-02-06;668819;5595170,00;0;0,00;1;259091,00;1;21551,80;4;3988,70;80;147,50;147;127,80;288;42,10;1930;24,30;3454;14,50;9605;10,00;9860;13,30;43700;8,80;119387;4,00
2018-02-02;822016;6963465,00;0;0,00;0;511561,70;1;39716,10;2;4264,30;70;193,20;148;143,10;156;75,50;2215;24,20;3614;16,00;7336;14,70;12532;11,90;54077;8,60;107745;5,20
2018-01-30;572630;4616537,50;0;0,00;3;211446,10;2;30780,10;2;1942,60;71;117,80;106;90,80;129;51,50;1839;17,50;3013;10,80;5658;11,10;9286;10,10;41986;6,50;82527;4,20
2018-01-26;778073;6442737,50;0;0,00;1;1349899,30;2;22457,60;7;2166,00;108;147,90;269;79,60;159;56,20;3790;14,80;3890;13,50;8040;11,70;20725;8,10;53527;7,70;112214;4,40
2018-01-23;518715;3987220,00;0;0,00;1;246214,10;0;28673,00;5;2243,90;76;88,50;111;82,90;183;41,80;1770;16,10;3262;9,20;6340;9,90;8135;10,00;43389;5,80;83437;3,90
2018-01-19;740668;5879480,00;0;0,00;0;317749,90;1;32892,20;6;2262,40;84;149,60;234;77,30;169;54,40;3461;13,40;3873;12,70;8246;11,80;17456;7,20;57029;7,00;113175;4,30
2018-01-16;510747;3786267,50;0;0,00;1;228761,60;0;42624,90;2;5486,60;41;200,70;73;154,10;63;67,80;999;29,60;1711;17,50;4224;13,20;5500;15,30;25592;9,40;64799;4,60
2018-01-12;679834;5271352,50;0;0,00;0;402939,70;0;35193,40;8;2221,10;64;142,00;206;79,90;169;53,80;2713;14,90;3209;12,70;7386;10,70;13433;8,40;46586;7,30;101100;4,00
2018-01-09;441261;3172172,50;0;0,00;0;274999,00;1;38430,20;3;3356,60;36;171,60;108;94,90;90;64,30;1633;16,20;1892;13,60;3819;12,70;8904;8,60;28024;7,40;53875;4,50
2018-01-05;620813;4785305,00;0;0,00;0;155585,90;1;28184,90;0;2954,10;46;203,60;137;103,20;104;68,70;2379;17,10;2306;15,70;5359;13,50;12663;8,60;37284;8,30;80940;4,60
2018-01-02;399012;2838630,00;0;0,00;0;237898,10;0;166227,50;3;3695,70;45;161,80;78;100,00;62;60,40;1162;17,90;1567;13,80;3589;11,90;5967;10,20;23746;7,50;53159;4,20
