Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9;P-R10;W-R10;P-R11;W-R11;P-R12;W-R12;P-R13;W-R13
2020-12-29;512290;3666252,50;0;0,00;0;581409,40;0;33971,20;1;1511,60;40;154,30;92;61,90;66;57,20;1512;13,30;1828;12,90;4073;11,10;8605;5,80;28104;5,90;61206;4,50
2020-12-25;598926;4529777,50;0;0,00;0;0,00;0;207160,10;2;888,90;61;110,90;143;40,30;104;41,40;2356;10,10;2418;10,10;4941;9,80;12981;4,90;38627;4,90;77738;4,10
2020-12-22;533087;3859320,00;0;43704037,00;0;156220,30;0;48681,60;0;3032,60;40;141,30;110;69,50;89;43,30;1465;16,90;2011;13,00;4843;9,70;7948;7,80;29266;6,10;70501;3,90
2020-12-18;701801;5356090,00;0;0,00;0;192267,30;1;17974,40;2;699,80;113;61,90;164;43,60;197;27,30;2288;12,30;4978;6,80;8789;7,10;10586;6,70;58571;4,00;112589;3,50
2020-12-15;503801;3619005,00;0;0,00;0;81129,10;1;12066,20;3;1968,60;63;97,20;92;62,70;155;29,60;1273;15,50;2429;9,50;5625;7,60;6524;7,70;32315;5,00;72690;3,50
2020-12-11;1307080;12422572,50;0;200000000,00;1;2364169,10;0;22819,60;6;1655,20;192;98,00;337;62,50;390;31,30;4504;16,20;7689;10,00;18395;7,80;22965;8,00;104261;5,30;246232;3,60
2020-12-08;1175680;11278287,50;0;0,00;1;5684144,40;2;19431,30;7;1489,80;126;135,20;248;72,00;292;42,60;3899;17,30;5415;12,50;13210;9,60;20391;8,10;85218;6,00;201486;3,90
2020-12-04;1653185;16278395,00;0;0,00;0;1385679,20;1;15425,50;9;1643,70;217;131,70;385;71,00;491;36,30;5913;16,70;8770;12,30;22417;8,60;30668;7,90;123262;6,10;312464;3,80
2020-12-01;797906;7003982,50;0;0,00;0;328905,60;1;38435,30;7;1355,20;66;161,10;182;75,60;154;49,90;2408;18,60;3231;13,70;7498;10,50;12659;8,60;50109;6,40;119067;4,10
2020-11-27;990128;8723242,50;0;0,00;0;391023,10;3;9791,60;5;948,80;172;72,90;253;55,80;320;27,10;3435;14,30;6595;8,40;13161;7,80;15865;7,40;82775;4,70;166141;3,70
2020-11-24;715046;6038750,00;0;0,00;0;176840,40;0;17221,00;1;1609,10;61;142,80;110;77,60;171;43,70;1900;18,40;3091;12,90;7286;10,10;9900;8,80;44821;6,30;107301;4,20
2020-11-20;1076901;9603990,00;0;0,00;0;209127,70;0;41894,20;5;1497,40;109;147,00;269;57,10;251;47,90;4265;12,50;4948;13,10;10643;11,40;24351;5,20;75916;5,80;160129;4,60
2020-11-17;501804;3661050,00;0;0,00;0;609799,20;0;35630,00;4;965,00;33;109,00;122;45,50;83;38,50;2017;11,40;2122;10,30;4574;8,90;9818;5,60;31995;5,10;66445;3,90
2020-11-13;843041;6555787,50;0;0,00;0;222454,10;2;7998,60;3;1156,70;99;89,80;189;60,80;275;26,90;2370;16,20;4370;9,70;10529;7,30;11723;8,30;54675;5,40;138492;3,40
2020-11-10;474431;3373455,00;0;0,00;0;279894,10;0;43610,50;0;1940,50;36;141,90;82;73,20;98;41,00;1031;18,40;1996;11,80;4778;9,20;5333;8,80;27624;5,70;67949;3,80
2020-11-06;635248;4790975,00;0;0,00;0;347604,20;0;27080,20;3;1234,30;73;128,50;110;73,70;141;46,50;1680;16,30;2741;12,00;5980;9,90;8944;7,70;41369;5,60;89396;4,00
2020-11-03;432343;3001780,00;0;0,00;0;70929,10;2;8288,60;1;840,50;75;59,00;120;42,20;126;25,50;1421;11,70;2716;7,00;5080;7,30;6739;6,20;32006;4,10;61460;3,60
2020-10-30;600699;4493092,50;0;0,00;0;163187,00;0;19069,70;2;879,90;69;83,60;190;36,40;163;31,20;2854;9,60;3233;8,80;6533;8,00;13659;4,90;42972;4,70;86792;3,70
2020-10-27;502488;3746765,00;0;87757466,00;0;152128,90;0;15802,20;5;1845,70;45;111,00;88;74,80;148;32,40;1194;17,80;2157;11,00;5515;8,20;6380;8,70;29675;5,60;75422;3,60
2020-10-23;667233;5187877,50;0;0,00;0;261553,30;0;7053,30;0;1842,60;71;74,60;115;69,00;179;23,10;1720;17,20;3415;8,70;8808;6,50;8471;8,80;45476;4,90;113197;3,20
2020-10-20;468740;3397805,00;0;0,00;0;189400,60;0;18971,10;3;1798,40;36;130,00;63;69,90;94;44,00;1299;15,70;1814;11,20;3829;9,90;6774;7,20;29387;5,20;58998;4,10
2020-10-16;657878;5026532,50;0;0,00;0;737995,30;0;34496,30;8;1074,40;49;143,20;110;61,70;100;51,00;1859;13,70;2266;13,00;5073;11,20;10993;5,80;37862;5,90;80903;4,50
2020-10-13;460500;3244152,50;0;0,00;0;522745,90;1;122174,30;3;2002,80;34;170,90;71;78,00;95;48,80;1001;20,40;1405;14,50;3674;10,50;5670;9,00;21167;6,90;54122;4,30
2020-10-09;629879;4724920,00;0;0,00;0;347164,30;0;54092,00;4;1148,70;41;137,50;132;49,30;121;50,60;2205;10,80;2307;12,20;4854;11,40;12828;4,80;34055;5,70;72498;4,50
2020-10-06;437267;3023385,00;0;0,00;1;165112,60;0;23153,70;1;2253,60;18;168,10;50;79,10;56;52,30;887;18,80;1244;14,20;2961;11,60;5198;8,40;20245;6,60;46125;4,50
2020-10-02;646689;4889397,50;0;30627859,00;1;88921,70;0;20782,40;1;1078,80;57;125,10;157;45,90;114;47,10;2501;10,90;2473;11,30;5130;10,00;13614;5,20;39042;5,30;80849;4,10
2020-09-29;450950;3184467,50;0;0,00;0;511878,30;0;19939,00;1;2328,90;29;152,50;74;84,60;90;35,60;862;21,20;1429;14,40;4150;8,80;4678;10,00;20004;7,20;60842;3,70
2020-09-25;1075370;9693952,50;0;130000000,00;0;247047,80;3;11547,80;13;1152,80;155;104,10;298;55,30;371;33,30;4065;13,80;6076;10,70;13940;8,90;21312;6,50;78502;5,60;179570;4,00
2020-09-22;504400;3721092,50;0;0,00;0;123979,00;0;48293,20;2;2148,80;40;138,50;82;68,30;98;42,70;1501;15,40;1908;12,60;4580;9,90;7667;7,20;27705;6,00;64951;4,10
2020-09-18;693417;5382610,00;0;0,00;1;166116,00;0;32353,30;3;991,20;81;96,10;158;48,50;161;33,90;2422;12,40;3286;9,80;7115;8,40;12508;6,20;45700;5,00;99178;3,80
