Datum;Spelers;Inzet;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9;P-R10;W-R10;P-R11;W-R11;P-R12;W-R12;P-R13;W-R13
2014-06-13;1066196;8209878,00;0;137313501,00;0;700752,90;0;84939,70;10;5249,00;85;232,20;249;102,20;224;76,60;3622;23,40;5374;15,70;12439;11,70;20354;12,50;80933;8,70;186428;3,90
2014-06-10;548318;4216268,00;0;0,00;2;195840,30;0;41965,70;5;4815,70;66;240,00;170;90,70;140;68,00;2170;21,70;3018;15,90;8350;10,30;11641;11,60;42263;8,80;111947;3,60
2014-06-06;1121978;9209514,00;0;0,00;0;672399,40;0;47185,90;5;6313,60;125;267,90;220;127,80;282;78,40;4132;23,90;5656;17,00;12174;13,40;22757;12,40;90902;8,90;196390;4,20
2014-06-03;508888;3587450,00;0;0,00;0;188388,70;0;100473,90;1;5841,50;50;211,10;110;117,20;150;61,90;2265;20,10;2622;15,50;5260;13,40;11253;10,90;38392;8,50;74682;4,40
2014-05-30;702544;5129902,00;0;0,00;0;355902,20;0;74146,30;1;4634,10;60;215,70;144;116,40;162;67,30;2647;20,50;3484;14,20;6680;13,30;14981;10,60;56925;7,50;104395;4,30
2014-05-27;448618;3091542,00;0;0,00;0;192199,90;0;34945,40;6;3099,90;61;143,30;171;66,50;164;46,20;2202;17,00;2842;11,20;6595;8,60;9852;10,20;36122;7,20;80687;3,40
2014-05-23;710295;5090102,00;0;0,00;0;530046,20;0;106009,20;2;5638,70;59;265,30;144;121,60;102;91,30;2042;26,50;3021;17,60;7040;13,30;11353;13,60;46901;9,30;109005;4,10
2014-05-20;419988;2787366,00;0;0,00;0;528720,30;0;50354,30;0;10367,00;24;306,50;71;136,40;93;62,30;1725;18,60;1545;17,80;3197;14,80;9920;9,20;26693;9,10;53636;4,60
2014-05-16;679401;4735478,00;0;0,00;0;1515237,50;0;84179,80;7;4208,90;64;220,30;135;117,60;189;66,10;2905;21,00;3648;14,80;6745;13,50;14724;11,00;54358;7,90;98180;4,40
2014-05-13;407931;2629736,00;0;0,00;0;342903,50;0;85725,80;2;3987,20;34;220,20;73;108,10;112;58,70;1874;16,40;1678;16,00;3542;13,10;10318;8,40;27267;8,20;53455;4,20
2014-05-09;672002;4612594,00;0;0,00;0;1460503,50;0;69547,70;2;5071,10;56;215,50;112;109,60;112;80,60;1937;24,10;3103;14,50;6677;11,70;9820;13,10;47766;7,90;102709;3,80
2014-05-06;391010;2476858,00;0;0,00;0;315673,10;0;28697,50;3;4384,30;37;205,80;93;92,20;112;52,50;1734;17,40;1769;14,50;3922;11,20;8602;9,60;27032;8,00;58623;3,80
2014-05-02;758111;5602034,00;0;89166455,00;0;376512,30;1;313760,30;1;6403,20;64;291,40;118;135,80;153;83,50;2430;25,40;3569;17,70;8196;13,60;13214;13,00;55146;9,10;120120;4,20
2014-04-29;490012;3418494,00;0;0,00;0;433234,30;0;54154,20;3;4709,00;58;189,50;127;90,80;88;74,10;1409;24,70;2378;14,50;5291;11,50;8003;13,30;35788;8,40;77622;4,00
2014-04-25;710318;5115170,00;0;0,00;0;417655,30;0;39776,70;4;3200,40;79;195,20;189;101,20;262;53,80;3480;17,50;4093;14,10;8733;11,50;17606;9,60;56636;7,90;120299;3,90
2014-04-22;391817;2646736,00;0;0,00;0;530391,10;0;117864,70;2;5524,90;22;228,80;52;112,90;115;64,30;1483;20,50;1919;14,50;3669;11,80;7738;11,10;27879;7,90;55687;3,90
2014-04-18;712545;5053122,00;0;0,00;0;1540885,60;1;64203,50;8;3566,80;91;213,80;155;113,70;329;43,10;4827;12,60;3532;15,60;6497;14,30;27571;6,30;51350;8,30;96652;4,60
2014-04-15;416012;2716074,00;0;0,00;0;353233,30;0;44154,10;2;6541,30;58;214,60;68;114,10;86;77,00;1187;23,40;1810;16,10;3741;12,90;6632;12,50;26309;8,60;55764;4,20
2014-04-11;669700;4630040,00;0;0,00;0;146639,00;0;28298,70;2;5376,70;91;168,00;279;64,60;160;71,30;2156;24,60;3962;13,20;10154;9,00;10903;13,60;50358;8,00;128496;3,40
2014-04-08;390152;2478124,00;0;0,00;2;199536,90;2;55426,90;3;4494,00;32;228,70;106;95,50;90;74,30;1268;24,10;2010;15,40;4262;11,90;6255;13,70;26569;8,50;58630;3,90
2014-04-04;675639;4612280,00;0;0,00;1;735283,20;1;122547,20;8;4805,70;53;248,50;213;94,80;174;73,10;2244;22,50;2519;17,90;7052;11,10;11282;13,30;36965;10,10;108773;3,60
2014-04-01;388567;2451356,00;0;15000000,00;0;242827,80;0;161885,20;0;3444,30;49;205,20;93;100,10;99;74,60;1135;25,30;1897;15,50;4075;12,00;5911;14,00;25480;8,80;56355;4,00
2014-03-28;674332;4645042,00;0;25329483,00;1;258237,00;0;73782,00;17;2188,40;121;169,20;250;95,80;492;28,90;6464;9,50;4651;11,80;8360;11,80;28975;5,60;61614;6,70;111828;4,00
2014-03-25;395491;2498286,00;0;0,00;1;195729,70;0;108738,70;3;3707,00;43;214,20;106;102,00;193;44,10;2541;13,80;2141;13,90;4027;11,60;12496;7,60;30729;7,40;59124;3,80
2014-03-21;701987;4847288,00;0;25493153,00;0;524657,60;0;65582,20;3;3974,60;86;255,60;144;136,70;306;43,80;4807;12,50;4287;14,80;6581;15,00;24144;6,40;64135;7,50;99686;4,70
2014-03-18;401830;2560474,00;0;0,00;0;253982,00;0;84660,60;6;5461,90;59;222,40;121;121,60;95;75,80;1414;22,70;2002;15,60;4100;13,10;7452;11,80;27422;8,70;55642;4,30
2014-03-14;956760;7474558,00;0;129384564,00;0;367715,30;2;50470,70;10;3404,70;175;183,10;279;100,20;415;45,80;5856;14,70;6255;12,70;10707;11,80;32522;7,90;88807;7,20;155363;4,10
2014-03-11;636405;4946742,00;0;0,00;1;366735,30;1;55565,90;2;4129,90;103;185,40;190;96,60;181;65,10;2586;20,50;4416;12,80;8304;11,70;13243;11,20;61379;7,10;113222;4,00
2014-03-07;1229141;10149886,00;0;0,00;1;453509,30;1;82456,20;7;6572,50;120;273,80;272;123,00;299;75,00;5176;22,10;6452;16,80;13114;13,90;28647;11,30;101282;8,60;206897;4,30
2014-03-04;402180;2539434,00;0;0,00;0;1000384,00;1;41682,60;0;4763,70;39;197,10;94;79,00;112;57,90;1635;18,60;1947;13,50;4540;9,70;8398;10,30;28307;7,50;65247;3,40
2014-02-28;720747;5031468,00;0;42517715,00;0;797418,80;0;88602,00;4;4287,10;95;223,60;149;128,00;361;48,80;4300;15,80;4607;14,80;8556;13,70;21852;8,00;60294;8,20;107820;4,60
2014-02-25;413144;2645668,00;0;0,00;0;519074,00;0;43256,10;3;2836,40;67;155,20;117;69,80;143;48,80;1883;16,30;2041;14,60;4464;11,80;9570;8,80;27773;8,30;58309;4,10
2014-02-21;683691;4693318,00;0;0,00;0;298934,30;0;71174,80;10;1779,30;142;134,20;162;88,30;417;30,40;5088;10,60;5049;10,70;7724;11,30;23271;6,30;69532;6,40;108187;4,00
2014-02-18;398488;2510644,00;0;0,00;0;0,00;0;649098,60;3;4507,60;29;268,40;65;138,60;85;69,80;1273;21,70;1775;16,20;3212;15,30;7071;11,10;27321;8,30;49242;4,80
2014-02-14;691628;4779926,00;0;25543227,00;0;263580,60;1;52716,10;5;2896,40;115;150,60;185;95,80;349;37,20;4614;12,90;4802;11,00;7886;11,30;21920;7,30;62343;6,80;104747;4,10
2014-02-11;394799;2489192,00;0;0,00;0;493913,60;0;41159,40;1;7483,50;50;223,00;69;104,50;74;76,60;1070;23,90;1727;15,50;3483;12,70;6554;12,00;26332;8,40;51642;4,20
2014-02-07;692533;4775512,00;0;25315477,00;0;773660,70;0;51577,30;7;5486,90;76;260,20;139;115,50;118;94,50;1753;28,00;2979;17,00;6766;12,60;9595;15,10;45278;9,00;106910;4,00
2014-02-04;409309;2602526,00;0;0,00;0;1014692,90;1;56371,80;0;9395,30;37;300,10;56;144,20;90;64,60;1665;18,50;1586;17,70;3197;14,70;9650;9,00;26865;8,70;54017;4,40
2014-01-31;786765;5716844,00;0;72149579,00;0;917680,00;1;50982,20;1;4078,50;97;165,20;180;94,50;215;59,30;2996;20,20;4842;12,00;9079;10,80;15251;11,50;66953;7,00;123162;3,90
2014-01-28;471602;3231862,00;0;0,00;0;241803,40;1;80601,10;0;6500,00;48;248,30;89;128,00;134;62,70;2181;17,70;2298;15,70;4194;13,90;12556;8,80;36885;8,00;67559;4,40
2014-01-24;712487;5071666,00;0;0,00;0;240106,40;0;112049,60;4;4376,90;50;258,50;125;127,70;208;65,60;3186;18,30;3339;16,20;6636;14,60;17166;9,70;54937;8,10;97741;4,60
2014-01-21;437763;2886074,00;0;0,00;0;378941,70;0;42104,60;8;3157,80;48;217,20;103;127,30;211;48,50;2590;14,60;2202;15,30;3972;14,10;13568;7,40;33464;7,90;58401;4,50
2014-01-17;693556;4822436,00;0;0,00;0;805957,90;0;67163,10;1;7260,80;64;271,70;208;106,40;135;91,50;1974;27,60;3240;17,70;8198;12,90;10425;14,50;46853;9,30;114372;4,10
2014-01-14;416718;2690708,00;0;0,00;0;549286,50;0;52313,00;3;4465,70;25;323,60;82;118,60;73;84,80;1168;27,00;1415;20,20;4386;12,10;6448;13,90;21647;10,70;64409;3,80
2014-01-10;692470;4790008,00;0;0,00;0;162679,50;1;28540,20;9;4595,40;81;184,30;186;76,60;134;73,10;1982;24,40;3571;13,40;9175;9,30;9985;14,00;49494;8,10;125124;3,30
2014-01-07;709345;5534432,00;0;65138886,00;0;235913,80;0;41631,80;1;5203,90;77;240,90;169;104,90;186;75,00;2820;24,20;3693;16,70;8525;12,10;14713;12,70;53142;9,00;122398;3,90
2014-01-03;801658;6229264,00;0;0,00;0;326662,00;0;84690,10;4;3629,50;94;214,50;158;116,70;393;44,10;5263;14,60;5099;14,00;9379;13,00;25734;8,10;76068;7,50;134671;4,30
